sales_id,order_date,customer_id,product_id,sales_rep_id,region_id,quantity,unit_price,discount,total_revenue,total_cost,profit
72,2025-01-22 15:04:38.695769,124,29,15,1,17,666.0,0.05,11322.0,8547.09,2774.91
73,2024-04-22 15:04:38.695769,149,65,13,5,8,1997.33,0.08,15978.64,13818.16,2160.48
74,2025-10-14 15:04:38.695769,370,162,11,2,6,1116.91,0.15,6701.46,4701.48,1999.98
75,2025-06-23 15:04:38.695769,256,153,10,4,16,2544.34,0.0,40709.44,27168.8,13540.64
76,2024-11-03 15:04:38.695769,111,197,19,3,13,1395.58,0.01,18142.54,13932.49,4210.05
77,2025-12-31 15:04:38.695769,345,1,16,3,10,2566.59,0.11,25665.9,19774.1,5891.8
78,2024-11-27 15:04:38.695769,373,62,12,4,4,2059.01,0.07,8236.04,6473.0,1763.04
79,2025-09-28 15:04:38.695769,100,107,12,5,13,1500.37,0.06,19504.81,17407.78,2097.03
80,2025-09-16 15:04:38.695769,144,136,20,5,13,1753.34,0.02,22793.42,17510.48,5282.94
81,2025-02-12 15:04:38.695769,286,65,12,2,4,2172.15,0.04,8688.6,6909.08,1779.52
82,2024-04-12 15:04:38.695769,24,73,2,2,17,2312.8,0.14,39317.6,31190.75,8126.85
83,2024-08-01 15:04:38.695769,311,57,17,2,16,1419.1,0.07,22705.6,17362.56,5343.04
84,2025-04-08 15:04:38.695769,316,127,24,3,20,1555.65,0.12,31113.0,25348.4,5764.6
85,2025-08-29 15:04:38.695769,251,154,23,5,17,1771.31,0.06,30112.27,21038.18,9074.09
86,2026-01-20 15:04:38.695769,57,130,14,5,1,303.6,0.06,303.6,243.4,60.2
87,2024-11-28 15:04:38.695769,496,101,21,5,1,1597.75,0.12,1597.75,1193.45,404.3
88,2024-08-23 15:04:38.695769,269,185,21,5,2,1367.42,0.15,2734.84,2051.02,683.82
89,2026-01-28 15:04:38.695769,125,129,2,5,13,1083.48,0.19,14085.24,12151.75,1933.49
90,2025-05-27 15:04:38.695769,161,105,14,2,4,2324.02,0.08,9296.08,7902.72,1393.36
91,2025-11-18 15:04:38.695769,472,184,16,1,7,1376.08,0.14,9632.56,7619.78,2012.78
92,2025-01-28 15:04:38.695769,340,155,16,5,17,125.94,0.08,2140.98,1809.82,331.16
93,2025-08-29 15:04:38.695769,176,167,18,3,6,458.28,0.14,2749.68,2141.7,607.98
94,2024-09-14 15:04:38.695769,491,58,8,3,9,2243.75,0.11,20193.75,15024.78,5168.97
95,2024-12-31 15:04:38.695769,395,13,10,2,8,2585.74,0.14,20685.92,14009.2,6676.72
96,2025-02-22 15:04:38.695769,287,25,24,3,16,467.99,0.06,7487.84,6103.52,1384.32
97,2025-03-25 15:04:38.695769,459,162,13,3,19,1074.01,0.19,20406.19,14888.02,5518.17
98,2024-12-21 15:04:38.695769,490,133,23,1,5,1042.19,0.07,5210.95,4284.7,926.25
99,2025-07-05 15:04:38.695769,110,147,7,5,15,1002.32,0.05,15034.8,11035.65,3999.15
100,2024-07-20 15:04:38.695769,56,128,20,5,18,1092.79,0.05,19670.22,14269.68,5400.54
101,2025-08-27 15:04:38.695769,116,81,21,2,2,1105.1,0.01,2210.2,1615.72,594.48
102,2025-06-28 15:04:38.695769,52,76,22,2,14,1621.49,0.0,22700.86,18424.28,4276.58
103,2024-08-10 15:04:38.695769,209,41,21,4,18,2961.08,0.1,53299.44,35743.5,17555.94
104,2024-12-21 15:04:38.695769,165,83,10,1,7,1676.26,0.18,11733.82,8367.17,3366.65
105,2024-10-25 15:04:38.695769,274,14,24,1,3,1706.66,0.18,5119.98,3762.15,1357.83
106,2024-08-29 15:04:38.695769,479,49,2,4,6,1597.55,0.16,9585.3,7564.44,2020.86
107,2024-12-23 15:04:38.695769,449,11,2,1,6,2524.69,0.06,15148.14,10272.42,4875.72
108,2025-02-08 15:04:38.695769,146,70,15,5,20,1359.95,0.1,27199.0,23797.8,3401.2
109,2025-06-24 15:04:38.695769,140,24,7,1,5,1563.97,0.07,7819.85,5428.85,2391.0
110,2024-09-08 15:04:38.695769,8,52,24,3,15,156.4,0.16,2346.0,1725.9,620.1
111,2024-09-15 15:04:38.695769,90,86,20,4,19,2576.72,0.17,48957.68,35741.85,13215.83
112,2025-04-16 15:04:38.695769,343,88,4,2,17,583.18,0.2,9914.06,8052.56,1861.5
113,2024-11-11 15:04:38.695769,4,39,9,4,16,317.16,0.05,5074.56,4127.52,947.04
114,2025-01-05 15:04:38.695769,299,71,24,5,9,387.1,0.0,3483.9,2351.43,1132.47
115,2024-05-04 15:04:38.695769,342,41,4,4,12,2734.59,0.06,32815.08,23829.0,8986.08
116,2026-02-20 15:04:38.695769,395,6,10,1,13,109.86,0.13,1428.18,1039.09,389.09
117,2024-10-14 15:04:38.695769,113,132,5,4,10,1108.15,0.03,11081.5,8886.4,2195.1
118,2026-02-18 15:04:38.695769,282,13,16,5,20,2187.97,0.16,43759.4,35023.0,8736.4
119,2026-01-27 15:04:38.695769,387,129,20,1,7,1313.08,0.11,9191.56,6543.25,2648.31
120,2024-05-20 15:04:38.695769,470,41,19,1,17,2743.33,0.01,46636.61,33757.75,12878.86
121,2024-09-25 15:04:38.695769,294,199,18,2,18,704.38,0.03,12678.84,8677.26,4001.58
122,2026-01-27 15:04:38.695769,106,65,23,5,17,2205.27,0.1,37489.59,29363.59,8126.0
123,2024-04-27 15:04:38.695769,233,151,5,5,17,350.26,0.08,5954.42,4658.51,1295.91
124,2025-06-18 15:04:38.695769,345,18,10,1,19,1721.39,0.08,32706.41,29121.68,3584.73
125,2025-10-15 15:04:38.695769,38,164,2,4,1,919.66,0.07,919.66,657.69,261.97
126,2024-05-02 15:04:38.695769,479,37,3,4,3,2235.81,0.01,6707.43,5095.02,1612.41
127,2024-07-18 15:04:38.695769,393,89,21,4,14,2230.98,0.07,31233.72,26650.12,4583.6
128,2025-03-23 15:04:38.695769,193,82,3,5,13,1736.74,0.03,22577.62,17646.85,4930.77
129,2025-09-03 15:04:38.695769,202,79,17,2,12,317.19,0.15,3806.28,3317.16,489.12
130,2024-03-25 15:04:38.695769,153,6,15,5,8,114.61,0.08,916.88,639.44,277.44
131,2024-11-10 15:04:38.695769,236,32,12,2,13,2583.34,0.06,33583.42,23495.68,10087.74
132,2026-01-07 15:04:38.695769,215,165,20,1,4,1741.48,0.05,6965.92,6259.32,706.6
133,2024-04-05 15:04:38.695769,229,200,20,1,3,226.86,0.05,680.58,596.82,83.76
134,2024-10-27 15:04:38.695769,277,9,7,1,2,895.48,0.03,1790.96,1420.38,370.58
135,2025-10-12 15:04:38.695769,164,11,19,5,10,2043.64,0.15,20436.4,17120.7,3315.7
136,2024-07-26 15:04:38.695769,339,172,17,2,11,1818.59,0.08,20004.49,16743.54,3260.95
137,2025-10-28 15:04:38.695769,451,22,24,2,9,699.44,0.13,6294.96,5598.63,696.33
138,2024-04-19 15:04:38.695769,498,199,12,4,14,637.46,0.16,8924.44,6748.98,2175.46
139,2025-04-24 15:04:38.695769,77,88,10,4,11,652.98,0.04,7182.78,5210.48,1972.3
140,2024-10-18 15:04:38.695769,154,160,23,2,18,239.43,0.16,4309.74,3342.42,967.32
141,2025-05-02 15:04:38.695769,286,96,17,2,2,1724.19,0.08,3448.38,2602.64,845.74
142,2025-12-24 15:04:38.695769,41,111,15,3,9,460.46,0.02,4144.14,3508.02,636.12
143,2025-03-23 15:04:38.695769,345,86,20,5,7,2108.04,0.01,14756.28,13168.05,1588.23
144,2025-10-24 15:04:38.695769,371,42,22,5,3,109.04,0.04,327.12,278.34,48.78
145,2025-02-05 15:04:38.695769,156,21,1,2,7,988.16,0.19,6917.12,4777.71,2139.41
146,2025-07-05 15:04:38.695769,469,103,8,5,4,2221.02,0.14,8884.08,6351.44,2532.64
147,2025-09-18 15:04:38.695769,165,91,25,3,13,1629.82,0.08,21187.66,14452.23,6735.43
148,2025-01-11 15:04:38.695769,134,96,12,5,18,1769.13,0.18,31844.34,23423.76,8420.58
149,2025-06-25 15:04:38.695769,390,17,11,2,15,1021.21,0.07,15318.15,13443.6,1874.55
150,2024-10-14 15:04:38.695769,380,90,5,1,14,272.57,0.05,3815.98,3412.36,403.62
151,2025-05-03 15:04:38.695769,152,101,5,2,19,1589.27,0.07,30196.13,22675.55,7520.58
152,2024-11-08 15:04:38.695769,256,89,18,3,13,2527.79,0.05,32861.27,24746.54,8114.73
153,2025-12-19 15:04:38.695769,379,38,16,4,16,2971.39,0.03,47542.24,31980.48,15561.76
154,2025-09-12 15:04:38.695769,251,46,6,5,12,1824.76,0.2,21897.12,18752.28,3144.84
155,2024-05-17 15:04:38.695769,484,14,22,1,2,1642.28,0.15,3284.56,2508.1,776.46
156,2025-12-07 15:04:38.695769,119,136,3,2,14,1555.73,0.0,21780.22,18857.44,2922.78
157,2024-05-02 15:04:38.695769,317,167,21,5,17,457.75,0.18,7781.75,6068.15,1713.6
158,2025-08-28 15:04:38.695769,283,59,14,1,16,2027.17,0.0,32434.72,29318.4,3116.32
159,2024-12-20 15:04:38.695769,9,157,17,4,9,2427.5,0.16,21847.5,16623.0,5224.5
160,2024-06-08 15:04:38.695769,269,166,5,2,6,2025.65,0.04,12153.9,10635.12,1518.78
161,2025-02-27 15:04:38.695769,137,50,13,1,17,1531.33,0.07,26032.61,21676.36,4356.25
162,2024-11-06 15:04:38.695769,357,101,8,3,13,1531.91,0.14,19914.83,15514.85,4399.98
163,2025-12-27 15:04:38.695769,389,46,2,1,3,2127.59,0.08,6382.77,4688.07,1694.7
164,2024-04-28 15:04:38.695769,327,52,1,2,13,152.0,0.02,1976.0,1495.78,480.22
165,2025-02-04 15:04:38.695769,290,127,4,5,14,1721.11,0.18,24095.54,17743.88,6351.66
166,2026-02-08 15:04:38.695769,455,72,19,4,8,1148.3,0.05,9186.4,7755.04,1431.36
167,2024-12-14 15:04:38.695769,461,179,18,5,3,2601.07,0.13,7803.21,5680.14,2123.07
168,2025-01-18 15:04:38.695769,9,123,7,5,6,2117.76,0.03,12706.56,8635.08,4071.48
169,2025-01-02 15:04:38.695769,84,126,19,2,13,262.05,0.11,3406.65,2315.04,1091.61
170,2025-09-06 15:04:38.695769,170,117,13,2,13,2595.72,0.16,33744.36,24616.28,9128.08
171,2025-02-19 15:04:38.695769,28,192,4,4,3,117.9,0.05,353.7,272.01,81.69
172,2025-11-20 15:04:38.695769,489,158,20,4,3,76.54,0.19,229.62,185.73,43.89
173,2024-12-06 15:04:38.695769,402,166,15,4,11,1970.78,0.05,21678.58,19497.72,2180.86
174,2025-05-18 15:04:38.695769,96,41,22,5,18,2931.87,0.13,52773.66,35743.5,17030.16
175,2024-12-29 15:04:38.695769,409,96,8,1,3,1833.39,0.02,5500.17,3903.96,1596.21
176,2025-12-11 15:04:38.695769,79,135,24,4,5,825.66,0.06,4128.3,3297.35,830.95
177,2025-01-11 15:04:38.695769,228,77,12,3,4,366.64,0.02,1466.56,1290.28,176.28
178,2025-06-04 15:04:38.695769,286,170,18,5,3,1171.48,0.08,3514.44,2991.12,523.32
179,2025-09-20 15:04:38.695769,48,73,20,5,1,2084.0,0.16,2084.0,1834.75,249.25
180,2025-04-29 15:04:38.695769,199,52,25,1,13,127.13,0.14,1652.69,1495.78,156.91
181,2024-11-05 15:04:38.695769,293,177,17,2,18,2879.82,0.14,51836.76,35454.06,16382.7
182,2025-01-04 15:04:38.695769,138,67,16,2,6,261.26,0.01,1567.56,1356.54,211.02
183,2025-01-02 15:04:38.695769,248,109,3,3,14,1925.08,0.05,26951.12,22266.58,4684.54
184,2025-07-22 15:04:38.695769,305,8,20,2,8,272.01,0.09,2176.08,1567.36,608.72
185,2025-04-11 15:04:38.695769,171,89,20,4,5,2325.91,0.16,11629.55,9517.9,2111.65
186,2025-05-16 15:04:38.695769,418,46,21,5,11,1994.13,0.03,21935.43,17189.59,4745.84
187,2026-02-11 15:04:38.695769,103,124,16,3,11,259.28,0.04,2852.08,2126.41,725.67
188,2024-12-25 15:04:38.695769,377,173,23,4,13,1075.59,0.19,13982.67,9400.17,4582.5
189,2024-12-14 15:04:38.695769,419,161,13,3,8,281.67,0.02,2253.36,1831.44,421.92
190,2025-09-11 15:04:38.695769,93,131,22,5,19,2021.14,0.01,38401.66,32546.05,5855.61
191,2024-10-02 15:04:38.695769,225,57,10,1,15,1602.99,0.16,24044.85,16277.4,7767.45
192,2024-07-22 15:04:38.695769,325,92,10,2,14,230.12,0.05,3221.68,2352.98,868.7
193,2025-03-23 15:04:38.695769,38,60,15,5,5,2684.03,0.1,13420.15,9682.0,3738.15
194,2026-02-08 15:04:38.695769,215,61,18,1,13,1978.23,0.16,25716.99,19575.27,6141.72
195,2025-09-02 15:04:38.695769,305,121,21,1,12,2350.19,0.02,28202.28,20426.76,7775.52
196,2025-02-28 15:04:38.695769,86,15,21,5,8,1745.73,0.01,13965.84,10246.08,3719.76
197,2025-02-04 15:04:38.695769,495,79,14,1,13,410.98,0.0,5342.74,3593.59,1749.15
198,2025-08-15 15:04:38.695769,286,30,19,5,9,1124.8,0.04,10123.2,8515.44,1607.76
199,2026-01-26 15:04:38.695769,302,49,23,5,12,1584.06,0.03,19008.72,15128.88,3879.84
200,2024-12-29 15:04:38.695769,213,198,3,1,1,2259.73,0.17,2259.73,1747.52,512.21
201,2025-02-16 15:04:38.695769,234,198,7,5,5,2165.76,0.1,10828.8,8737.6,2091.2
202,2026-02-13 15:04:38.695769,232,74,11,1,16,1495.48,0.06,23927.68,21006.72,2920.96
203,2025-02-16 15:04:38.695769,332,66,4,2,4,2147.29,0.19,8589.16,7744.72,844.44
204,2025-09-18 15:04:38.695769,82,22,11,5,8,812.67,0.09,6501.36,4976.56,1524.8
205,2025-04-20 15:04:38.695769,323,118,6,2,15,1751.09,0.13,26266.35,22021.8,4244.55
206,2025-11-20 15:04:38.695769,453,20,7,4,14,2279.52,0.12,31913.28,25363.52,6549.76
207,2024-10-07 15:04:38.695769,106,59,9,1,13,2018.9,0.12,26245.7,23821.2,2424.5
208,2025-01-29 15:04:38.695769,101,181,15,1,18,810.41,0.05,14587.38,12417.12,2170.26
209,2025-12-16 15:04:38.695769,161,90,20,4,16,319.56,0.12,5112.96,3899.84,1213.12
210,2025-02-25 15:04:38.695769,433,22,15,5,19,712.7,0.03,13541.3,11819.33,1721.97
211,2025-10-27 15:04:38.695769,44,162,22,2,10,1149.88,0.06,11498.8,7835.8,3663.0
212,2024-09-05 15:04:38.695769,192,67,23,2,8,276.32,0.1,2210.56,1808.72,401.84
213,2025-10-11 15:04:38.695769,197,22,14,2,14,832.68,0.1,11657.52,8708.98,2948.54
214,2025-12-22 15:04:38.695769,477,70,6,5,18,1638.92,0.03,29500.56,21418.02,8082.54
215,2025-01-18 15:04:38.695769,432,127,15,5,10,1465.29,0.01,14652.9,12674.2,1978.7
216,2025-07-11 15:04:38.695769,70,99,7,4,12,2346.39,0.19,28156.68,19015.32,9141.36
217,2025-04-24 15:04:38.695769,351,165,16,4,17,2130.09,0.14,36211.53,26602.11,9609.42
218,2024-05-25 15:04:38.695769,290,50,1,2,15,1651.84,0.06,24777.6,19126.2,5651.4
219,2024-12-22 15:04:38.695769,87,164,25,4,9,782.61,0.11,7043.49,5919.21,1124.28
220,2024-06-25 15:04:38.695769,294,145,4,3,16,2300.28,0.16,36804.48,27884.48,8920.0
221,2024-04-13 15:04:38.695769,390,40,24,4,12,1534.42,0.11,18413.04,13983.0,4430.04
222,2025-12-31 15:04:38.695769,385,125,8,3,14,773.71,0.17,10831.94,9493.68,1338.26
223,2025-02-21 15:04:38.695769,442,69,3,4,2,1199.04,0.17,2398.08,1873.66,524.42
224,2024-10-30 15:04:38.695769,108,33,24,5,4,273.63,0.14,1094.52,776.12,318.4
225,2024-08-18 15:04:38.695769,316,105,5,2,20,2673.31,0.16,53466.2,39513.6,13952.6
226,2025-08-29 15:04:38.695769,144,41,20,5,2,2637.14,0.03,5274.28,3971.5,1302.78
227,2024-11-30 15:04:38.695769,488,133,17,1,10,1041.81,0.03,10418.1,8569.4,1848.7
228,2024-12-10 15:04:38.695769,444,31,21,2,14,2645.73,0.14,37040.22,25240.18,11800.04
229,2026-02-28 15:04:38.695769,165,22,8,4,5,746.4,0.1,3732.0,3110.35,621.65
230,2025-12-04 15:04:38.695769,213,31,13,4,19,2439.21,0.02,46344.99,34254.53,12090.46
231,2024-12-11 15:04:38.695769,356,8,12,4,3,247.08,0.19,741.24,587.76,153.48
232,2024-06-05 15:04:38.695769,375,27,15,3,11,1677.23,0.17,18449.53,13842.84,4606.69
233,2025-05-15 15:04:38.695769,423,188,7,4,18,2324.61,0.05,41842.98,33232.86,8610.12
234,2025-10-14 15:04:38.695769,67,35,19,4,10,1600.61,0.16,16006.1,12959.3,3046.8
235,2025-12-03 15:04:38.695769,402,183,15,1,2,439.07,0.02,878.14,785.2,92.94
236,2024-03-02 15:04:38.695769,491,10,14,2,6,1681.4,0.2,10088.4,7903.08,2185.32
237,2025-01-05 15:04:38.695769,82,51,9,1,5,947.87,0.13,4739.35,3262.1,1477.25
238,2026-01-11 15:04:38.695769,463,77,21,2,9,365.46,0.01,3289.14,2903.13,386.01
239,2024-10-27 15:04:38.695769,220,166,21,1,10,2464.5,0.14,24645.0,17725.2,6919.8
240,2024-05-20 15:04:38.695769,68,192,19,2,1,107.48,0.1,107.48,90.67,16.81
241,2026-02-12 15:04:38.695769,176,157,4,4,15,2038.56,0.14,30578.4,27705.0,2873.4
242,2025-03-29 15:04:38.695769,46,57,24,1,16,1224.42,0.02,19590.72,17362.56,2228.16
243,2024-07-20 15:04:38.695769,196,28,25,2,12,1482.1,0.13,17785.2,12245.4,5539.8
244,2025-09-29 15:04:38.695769,5,55,20,2,5,1699.6,0.09,8498.0,7537.95,960.05
245,2024-08-04 15:04:38.695769,471,93,14,5,7,567.69,0.14,3973.83,2940.91,1032.92
246,2024-06-12 15:04:38.695769,72,42,25,1,7,105.28,0.12,736.96,649.46,87.5
247,2025-05-15 15:04:38.695769,162,87,5,2,13,141.18,0.06,1835.34,1479.4,355.94
248,2025-11-07 15:04:38.695769,308,19,24,5,3,1097.53,0.06,3292.59,2745.51,547.08
249,2026-01-05 15:04:38.695769,449,171,10,2,1,1234.31,0.1,1234.31,857.66,376.65
250,2025-04-07 15:04:38.695769,152,158,21,1,17,72.77,0.16,1237.09,1052.47,184.62
251,2024-06-25 15:04:38.695769,124,84,16,5,8,2305.9,0.01,18447.2,14212.48,4234.72
252,2025-01-20 15:04:38.695769,68,44,13,5,1,2728.97,0.08,2728.97,1825.7,903.27
253,2025-06-27 15:04:38.695769,489,75,25,1,18,2503.73,0.0,45067.14,32819.58,12247.56
254,2024-10-08 15:04:38.695769,21,34,2,4,3,2184.41,0.1,6553.23,5927.76,625.47
255,2025-05-09 15:04:38.695769,360,77,13,1,17,453.81,0.13,7714.77,5483.69,2231.08
256,2024-12-11 15:04:38.695769,43,120,10,1,18,227.02,0.1,4086.36,3034.98,1051.38
257,2024-08-08 15:04:38.695769,275,143,11,4,7,2020.86,0.12,14146.02,9495.71,4650.31
258,2025-05-23 15:04:38.695769,374,140,8,1,3,1838.49,0.05,5515.47,4505.85,1009.62
259,2025-11-18 15:04:38.695769,312,93,2,3,14,481.63,0.13,6742.82,5881.82,861.0
260,2026-02-24 15:04:38.695769,71,59,23,1,6,2103.19,0.03,12619.14,10994.4,1624.74
261,2024-11-22 15:04:38.695769,86,56,12,2,12,578.08,0.15,6936.96,5298.6,1638.36
262,2024-06-30 15:04:38.695769,395,91,1,3,9,1548.81,0.16,13939.29,10005.39,3933.9
263,2024-11-26 15:04:38.695769,365,117,19,1,9,2479.7,0.1,22317.3,17042.04,5275.26
264,2025-07-26 15:04:38.695769,440,20,19,2,17,2253.82,0.07,38314.94,30798.56,7516.38
265,2025-10-10 15:04:38.695769,346,175,24,1,9,1518.58,0.05,13667.22,9697.68,3969.54
266,2024-03-14 15:04:38.695769,126,62,2,4,17,1781.74,0.07,30289.58,27510.25,2779.33
267,2024-04-07 15:04:38.695769,284,165,23,4,5,1833.33,0.04,9166.65,7824.15,1342.5
268,2025-01-23 15:04:38.695769,139,37,3,5,8,2150.95,0.07,17207.6,13586.72,3620.88
269,2024-04-24 15:04:38.695769,92,99,8,5,17,2169.85,0.2,36887.45,26938.37,9949.08
270,2025-06-21 15:04:38.695769,444,127,10,3,13,1429.11,0.07,18578.43,16476.46,2101.97
